Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,selected_features,synthetic_rows,retained_trees,mean_tree_purity,inner_score,train_time,n_estimators,max_depth,min_samples_leaf,max_features,purity_threshold
0.675,0.3561837891106184,0.4744504032157248,0.3005763710211667,0.6709311878006844,3,interpolation,drf_de_margin,0.05,400,18,13720,23,0.37090265804640926,0.3291601687635645,32.21205925941467,68,6,3,0.644462590522503,0.5946920319684057
0.69375,0.4280919923957899,0.5521839156172246,0.4077933721898432,0.7081800563477105,3,interpolation,drf_de_margin,0.08,640,18,13720,23,0.37090265804640926,0.3291601687635645,32.21205925941467,68,6,3,0.644462590522503,0.5946920319684057
0.71625,0.47079343355987857,0.5850125181363134,0.42211131576603106,0.7228599589831118,3,interpolation,drf_de_margin,0.1,800,18,13720,23,0.37090265804640926,0.3291601687635645,32.21205925941467,68,6,3,0.644462590522503,0.5946920319684057
0.681875,0.44233041908647464,0.5562627728251895,0.34334881494606895,0.7068196530262404,3,interpolation,drf_de_margin,0.2,1600,18,13720,23,0.37090265804640926,0.3291601687635645,32.21205925941467,68,6,3,0.644462590522503,0.5946920319684057
0.6304166666666666,0.4108359201722531,0.4971308988903183,0.3173277288373033,0.6810618345613408,3,interpolation,drf_de_margin,0.3,2400,18,13720,23,0.37090265804640926,0.3291601687635645,32.21205925941467,68,6,3,0.644462590522503,0.5946920319684057
0.6046875,0.3971193688386748,0.44624972621867903,0.3135162436216928,0.6552722712772386,3,interpolation,drf_de_margin,0.4,3200,18,13720,23,0.37090265804640926,0.3291601687635645,32.21205925941467,68,6,3,0.644462590522503,0.5946920319684057
0.55125,0.3886553182248118,0.38006549122380856,0.28031792368384967,0.6128806612076274,3,interpolation,drf_de_margin,0.5,4000,18,13720,23,0.37090265804640926,0.3291601687635645,32.21205925941467,68,6,3,0.644462590522503,0.5946920319684057
0.446,0.30609245292159254,0.26104356883934005,0.22755341134541537,0.5226160429466797,3,interpolation,drf_de_full,1.0,8000,18,13720,23,0.37090265804640926,0.3291601687635645,32.21205925941467,68,6,3,0.644462590522503,0.5946920319684057
0.041666666666666664,0.1111111111111111,0.0,0.008888888888888889,0.0033333333333333335,3,extrapolation,drf_de_margin,0.01,312,18,13720,23,0.37090265804640926,0.3291601687635645,32.21205925941467,68,6,3,0.644462590522503,0.5946920319684057
0.08974358974358974,0.20038434661076168,0.11524529993188662,0.0733283138990502,0.08597192996868903,3,extrapolation,drf_de_margin,0.02,624,18,13720,23,0.37090265804640926,0.3291601687635645,32.21205925941467,68,6,3,0.644462590522503,0.5946920319684057
0.18055555555555555,0.2205767488348394,0.16795051035238526,0.0896934882888835,0.21497888781297197,3,extrapolation,drf_de_margin,0.03,936,18,13720,23,0.37090265804640926,0.3291601687635645,32.21205925941467,68,6,3,0.644462590522503,0.5946920319684057
0.42243589743589743,0.2677912147405319,0.30612012634694385,0.15101206668147987,0.5297111669850137,3,extrapolation,drf_de_margin,0.05,1560,18,13720,23,0.37090265804640926,0.3291601687635645,32.21205925941467,68,6,3,0.644462590522503,0.5946920319684057
0.4583333333333333,0.26902668193539764,0.3274742883835298,0.17719618446004948,0.560234583940451,3,extrapolation,drf_de_margin,0.08,2496,18,13720,23,0.37090265804640926,0.3291601687635645,32.21205925941467,68,6,3,0.644462590522503,0.5946920319684057
