Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,window,epochs,hidden,train_time
0.987783595113438,0.6666666666666666,0.972066448667534,0.6633622229187471,0.9817206509584004,0,interpolation,mffcnn_margin,0.01,1719,31,8,96,50.68894648551941
0.98022105875509,0.5995073891625615,0.9490494937054662,0.5957051519474389,0.970721038192932,0,interpolation,mffcnn_margin,0.02,3438,31,8,96,50.68894648551941
0.9683924762458794,0.498078255772569,0.9106490544888288,0.4939802145448821,0.9547648286969552,0,interpolation,mffcnn_margin,0.03,5157,31,8,96,50.68894648551941
0.945782431646306,0.5760672042595055,0.835784928852841,0.568827212669362,0.9229515001916048,0,interpolation,mffcnn_margin,0.05,8595,31,8,96,50.68894648551941
0.9355730075625364,0.6166915376640202,0.8012389291079715,0.5699807466336447,0.9103309865082816,0,interpolation,mffcnn_margin,0.08,13752,31,8,96,50.68894648551941
0.9278650378126818,0.6048981224856603,0.783250010905879,0.5824136226200158,0.9023262624877711,0,interpolation,mffcnn_margin,0.1,17190,31,8,96,50.68894648551941
0.8903432228039558,0.5480085807650075,0.7358077187238354,0.5346143776968753,0.8662204129963531,0,interpolation,mffcnn_margin,0.2,34380,31,8,96,50.68894648551941
0.8371921659879775,0.5594587308784651,0.6544618200003005,0.5294475491951247,0.8238614382565725,0,interpolation,mffcnn_margin,0.3,51570,31,8,96,50.68894648551941
0.7904886561954625,0.5372729948448968,0.5923910190952624,0.498459489287997,0.7815042223662265,0,interpolation,mffcnn_margin,0.4,68760,31,8,96,50.68894648551941
0.7467946480511926,0.5171603834009154,0.5402724603987039,0.4784511348849649,0.7370418059545571,0,interpolation,mffcnn_margin,0.5,85950,31,8,96,50.68894648551941
0.6087295446744891,0.4187285492584937,0.3832612082534274,0.391084190978225,0.6114301446486858,0,interpolation,mffcnn_full,1.0,171899,31,8,96,50.68894648551941
0.7874056726515742,0.2258524592855266,0.6185950706480045,0.2070891966767403,0.7350801017458709,0,extrapolation,mffcnn_margin,0.01,3843,31,8,96,50.68894648551941
0.6553922206322362,0.2009313368858745,0.4857794238139022,0.1597553265222981,0.5845851020908028,0,extrapolation,mffcnn_margin,0.02,7687,31,8,96,50.68894648551941
0.5934084995663487,0.282606260106494,0.4546007915804951,0.2351774050332289,0.5200406340718088,0,extrapolation,mffcnn_margin,0.03,11530,31,8,96,50.68894648551941
0.6292345319248582,0.2918118456386923,0.4814664411715026,0.2424121684323512,0.5572530288093913,0,extrapolation,mffcnn_margin,0.05,19217,31,8,96,50.68894648551941
0.6955475330926595,0.2723575411683822,0.5167438254783576,0.231566945386529,0.6297712355722048,0,extrapolation,mffcnn_margin,0.08,30747,31,8,96,50.68894648551941
0.7221730759223605,0.2821541074209443,0.5325811000499238,0.245249522592816,0.6624729769396136,0,extrapolation,mffcnn_margin,0.1,38434,31,8,96,50.68894648551941
0.7545532601342562,0.2668658916295561,0.5459122916436874,0.2335993986405734,0.6983871288284927,0,extrapolation,mffcnn_margin,0.2,76868,31,8,96,50.68894648551941
0.7511383249061153,0.270023431671686,0.541145341318713,0.2367001068785853,0.6921897682057566,0,extrapolation,mffcnn_margin,0.3,115301,31,8,96,50.68894648551941
0.7423943799395063,0.2687264765205524,0.530834093593221,0.2318184743826387,0.6831925542398964,0,extrapolation,mffcnn_margin,0.4,153735,31,8,96,50.68894648551941
0.7321992621078321,0.2662338553336019,0.5184746936533687,0.2270436463740166,0.6759907092553439,0,extrapolation,mffcnn_margin,0.5,192169,31,8,96,50.68894648551941
0.6235396968293533,0.2477342450866894,0.3771896084023167,0.2009881535797055,0.6038694610805725,0,extrapolation,mffcnn_full,1.0,384338,31,8,96,50.68894648551941
0.992887624466572,0.5,0.8740817981045205,0.4682183175950614,0.9897372728437632,1,interpolation,mffcnn_margin,0.01,1406,31,8,96,52.0765872001648
0.9807897545357523,0.6,0.8140237717444327,0.5597369904189368,0.9728582720269188,1,interpolation,mffcnn_margin,0.02,2811,31,8,96,52.0765872001648
0.9796063552288355,0.6,0.8446327285811028,0.570849768405132,0.9705710833085284,1,interpolation,mffcnn_margin,0.03,4217,31,8,96,52.0765872001648
0.9614399544678428,0.4978597202291719,0.7926666697313897,0.4763394866610483,0.9470585205669414,1,interpolation,mffcnn_margin,0.05,7028,31,8,96,52.0765872001648
0.9422854602045352,0.4966702393298908,0.7611985460218859,0.475314441740399,0.9252171160297928,1,interpolation,mffcnn_margin,0.08,11245,31,8,96,52.0765872001648
0.9344763801935116,0.4502589103343988,0.7601317474286489,0.42556777977666,0.9147654982054148,1,interpolation,mffcnn_margin,0.1,14056,31,8,96,52.0765872001648
0.8989791199800804,0.4276228185070181,0.7123740881802009,0.3968358882132159,0.8768727222667401,1,interpolation,mffcnn_margin,0.2,28113,31,8,96,52.0765872001648
