Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,window,epochs,hidden,train_time
0.975,0.6666666666666666,0.857223290949363,0.6621004566210046,0.9626712328767123,0,interpolation,drsn_gaf_margin,0.01,80,31,8,96,7.1691412925720215
0.9375,0.6320707070707071,0.7865084869092523,0.6292001843472432,0.9133122800402214,0,interpolation,drsn_gaf_margin,0.02,160,31,8,96,7.1691412925720215
0.9,0.5510442773600668,0.7066608930715941,0.515406162464986,0.8673202614379085,0,interpolation,drsn_gaf_margin,0.03,240,31,8,96,7.1691412925720215
0.8375,0.5489166006407386,0.5804769198236059,0.4686027115741402,0.8258360259740261,0,interpolation,drsn_gaf_margin,0.05,400,31,8,96,7.1691412925720215
0.7890625,0.5345120226308345,0.4865116471092018,0.4424314060006524,0.7848992976802136,0,interpolation,drsn_gaf_margin,0.08,640,31,8,96,7.1691412925720215
0.7725,0.5489905133262473,0.49415047426490394,0.4901401375782539,0.7758713127813311,0,interpolation,drsn_gaf_margin,0.1,800,31,8,96,7.1691412925720215
0.77875,0.6057754678360142,0.5519371227069098,0.5117524133449364,0.7780390217434706,0,interpolation,drsn_gaf_margin,0.2,1600,31,8,96,7.1691412925720215
0.7779166666666667,0.5399439711642325,0.5678107757674725,0.4575527695830267,0.7772974381461069,0,interpolation,drsn_gaf_margin,0.3,2400,31,8,96,7.1691412925720215
0.7503125,0.5185413732123137,0.5228745294185347,0.4229094564985073,0.755714820467533,0,interpolation,drsn_gaf_margin,0.4,3200,31,8,96,7.1691412925720215
0.72675,0.5195430031388011,0.4901908623323421,0.4250276092713622,0.7409423188865039,0,interpolation,drsn_gaf_margin,0.5,4000,31,8,96,7.1691412925720215
0.595,0.44070582188305807,0.36368806390977465,0.3696120900997535,0.6154702692085683,0,interpolation,drsn_gaf_full,1.0,8000,31,8,96,7.1691412925720215
0.9632352941176471,0.25,0.0,0.24531835205992508,0.9451971799955937,0,extrapolation,drsn_gaf_margin,0.01,272,31,8,96,7.1691412925720215
0.8860294117647058,0.1875,0.4286127317547011,0.17012390950052728,0.87202410218833,0,extrapolation,drsn_gaf_margin,0.02,544,31,8,96,7.1691412925720215
0.8504901960784313,0.21848739495798317,0.4642713996394083,0.1610698389908727,0.8286003406387681,0,extrapolation,drsn_gaf_margin,0.03,816,31,8,96,7.1691412925720215
0.7941176470588235,0.26411357844921735,0.5116607673190566,0.18507330258382745,0.7520878628860262,0,extrapolation,drsn_gaf_margin,0.05,1360,31,8,96,7.1691412925720215
0.8115808823529411,0.28352714697567805,0.6132970313900588,0.23221903660045248,0.7560622612986536,0,extrapolation,drsn_gaf_margin,0.08,2176,31,8,96,7.1691412925720215
0.8216911764705882,0.37384665781285475,0.6318492807884224,0.33198144938081375,0.7653633884751468,0,extrapolation,drsn_gaf_margin,0.1,2720,31,8,96,7.1691412925720215
0.8200367647058824,0.2712969001954395,0.6186748791459381,0.2383500085070023,0.7643319344061119,0,extrapolation,drsn_gaf_margin,0.2,5440,31,8,96,7.1691412925720215
0.8204656862745098,0.25251998620248645,0.6097372955781466,0.22779001100976187,0.7647129319201238,0,extrapolation,drsn_gaf_margin,0.3,8160,31,8,96,7.1691412925720215
0.8171875,0.2502936406238859,0.6034849665130784,0.22076622114854885,0.7609633186840801,0,extrapolation,drsn_gaf_margin,0.4,10880,31,8,96,7.1691412925720215
0.8025,0.23703470241381674,0.5856829733146741,0.21376268655256975,0.7452594723712633,0,extrapolation,drsn_gaf_margin,0.5,13600,31,8,96,7.1691412925720215
0.6530514705882353,0.22186834553556367,0.432284429174037,0.17700619207557197,0.5988108861882746,0,extrapolation,drsn_gaf_full,1.0,27200,31,8,96,7.1691412925720215
0.9875,0.6666666666666666,0.8130016714857791,0.6645161290322581,0.9812903225806451,1,interpolation,drsn_gaf_margin,0.01,80,31,8,96,6.951597452163696
0.99375,0.6666666666666666,0.8639554978036249,0.6656017039403621,0.990634984025559,1,interpolation,drsn_gaf_margin,0.02,160,31,8,96,6.951597452163696
0.9916666666666667,0.6,0.8636461394012412,0.5991416309012876,0.9875178826895564,1,interpolation,drsn_gaf_margin,0.03,240,31,8,96,6.951597452163696
0.985,0.4696969696969697,0.822540270661556,0.48203124999999997,0.97980859375,1,interpolation,drsn_gaf_margin,0.05,400,31,8,96,6.951597452163696
0.9609375,0.38665056770038975,0.8111489580986765,0.3836663710524495,0.9487161124686303,1,interpolation,drsn_gaf_margin,0.08,640,31,8,96,6.951597452163696
0.9425,0.3387158305620416,0.7793659402482171,0.33355285576292143,0.9246041555778974,1,interpolation,drsn_gaf_margin,0.1,800,31,8,96,6.951597452163696
0.928125,0.3844296641256107,0.810182529033353,0.4108925189496999,0.9087660334886296,1,interpolation,drsn_gaf_margin,0.2,1600,31,8,96,6.951597452163696
0.9070833333333334,0.40782401487993286,0.7840033400196182,0.4340481016879084,0.8885881279356632,1,interpolation,drsn_gaf_margin,0.3,2400,31,8,96,6.951597452163696
0.874375,0.4246641845740641,0.7297310028647709,0.4333370265443963,0.8590932830029313,1,interpolation,drsn_gaf_margin,0.4,3200,31,8,96,6.951597452163696
0.8305,0.4197531030771777,0.6508625729781473,0.40757841706644393,0.8163927949018376,1,interpolation,drsn_gaf_margin,0.5,4000,31,8,96,6.951597452163696
0.648,0.38547283578360536,0.3937531698175402,0.33485114157320456,0.6666863329593988,1,interpolation,drsn_gaf_full,1.0,8000,31,8,96,6.951597452163696
0.7389705882352942,0.25,0.43557908399641937,0.24572127139364303,0.726323169854739,1,extrapolation,drsn_gaf_margin,0.01,272,31,8,96,6.951597452163696
0.5680147058823529,0.24601910828025478,0.4201424747626618,0.2444620253164557,0.5644196760982874,1,extrapolation,drsn_gaf_margin,0.02,544,31,8,96,6.951597452163696
0.5306372549019608,0.13895684675501188,0.42133188435044483,0.1108651677132274,0.522520613260207,1,extrapolation,drsn_gaf_margin,0.03,816,31,8,96,6.951597452163696
0.5272058823529412,0.20889030663912178,0.4632513441046141,0.13412062340571854,0.47423832806402644,1,extrapolation,drsn_gaf_margin,0.05,1360,31,8,96,6.951597452163696
0.5859375,0.2955164846833136,0.5170684520926873,0.2424357821877133,0.4965580909391337,1,extrapolation,drsn_gaf_margin,0.08,2176,31,8,96,6.951597452163696
0.5996323529411764,0.2958149705813257,0.5229041353821684,0.24474796598243453,0.508364199888497,1,extrapolation,drsn_gaf_margin,0.1,2720,31,8,96,6.951597452163696
0.664889705882353,0.23037606509923636,0.5646834985000195,0.20217261150819885,0.5728487331107194,1,extrapolation,drsn_gaf_margin,0.2,5440,31,8,96,6.951597452163696
0.6919117647058823,0.23510689110459146,0.5801445347751623,0.20364975606460875,0.605166506864083,1,extrapolation,drsn_gaf_margin,0.3,8160,31,8,96,6.951597452163696
0.702297794117647,0.233410563634712,0.5798020538438347,0.19197505653026883,0.6217842470466016,1,extrapolation,drsn_gaf_margin,0.4,10880,31,8,96,6.951597452163696
0.6915441176470588,0.23554689783298574,0.5546885222895424,0.19149616065006422,0.6143606584636965,1,extrapolation,drsn_gaf_margin,0.5,13600,31,8,96,6.951597452163696
0.5890808823529412,0.22347311238971782,0.389501531225627,0.16209531528284607,0.5580960727973135,1,extrapolation,drsn_gaf_full,1.0,27200,31,8,96,6.951597452163696
1.0,1.0,1.0,1.0,1.0,2,interpolation,drsn_gaf_margin,0.01,80,31,8,96,6.9278929233551025
0.99375,0.75,0.8644219852794105,0.7492012779552716,0.990634984025559,2,interpolation,drsn_gaf_margin,0.02,160,31,8,96,6.9278929233551025
0.9916666666666667,0.6,0.8793765776525637,0.5991379310344828,0.9875179597701149,2,interpolation,drsn_gaf_margin,0.03,240,31,8,96,6.9278929233551025
0.99,0.4583333333333333,0.813728516959544,0.47533577533577537,0.9860970695970697,2,interpolation,drsn_gaf_margin,0.05,400,31,8,96,6.9278929233551025
0.9609375,0.4834710743801653,0.5603818615138055,0.4887955182072829,0.9509585084033614,2,interpolation,drsn_gaf_margin,0.08,640,31,8,96,6.9278929233551025
0.93625,0.5321703172449441,0.4518841037478,0.4971073899645328,0.9149841015466016,2,interpolation,drsn_gaf_margin,0.1,800,31,8,96,6.9278929233551025
0.860625,0.42910401819819544,0.3487573902956822,0.4538736416996424,0.8634755062301745,2,interpolation,drsn_gaf_margin,0.2,1600,31,8,96,6.9278929233551025
0.8066666666666666,0.465881683269263,0.3917087832358907,0.47821984801142553,0.8294738724230093,2,interpolation,drsn_gaf_margin,0.3,2400,31,8,96,6.9278929233551025
0.788125,0.5024269600888485,0.42021453415919724,0.520241272460643,0.8088495981692173,2,interpolation,drsn_gaf_margin,0.4,3200,31,8,96,6.9278929233551025
0.76875,0.4953642522141805,0.46039000052791273,0.5085289055303056,0.7848618751866655,2,interpolation,drsn_gaf_margin,0.5,4000,31,8,96,6.9278929233551025
0.627625,0.36509525816397637,0.363403047115583,0.3346925924080237,0.647491881177023,2,interpolation,drsn_gaf_full,1.0,8000,31,8,96,6.9278929233551025
0.7904411764705882,0.25,0.4283743031064588,0.2454337899543379,0.7760038947085683,2,extrapolation,drsn_gaf_margin,0.01,272,31,8,96,6.9278929233551025
0.6286764705882353,0.3031960531960532,0.45776469099029593,0.25533772618072237,0.6127423751436668,2,extrapolation,drsn_gaf_margin,0.02,544,31,8,96,6.9278929233551025
0.6482843137254902,0.30401169315897997,0.48291068415552063,0.23221866133743527,0.6127733873677079,2,extrapolation,drsn_gaf_margin,0.03,816,31,8,96,6.9278929233551025
0.675,0.3166769253725776,0.4928145411267936,0.23249373433583959,0.6297128759398496,2,extrapolation,drsn_gaf_margin,0.05,1360,31,8,96,6.9278929233551025
0.6764705882352942,0.29168108039439866,0.5081369956269863,0.20788945414330967,0.6210607094671436,2,extrapolation,drsn_gaf_margin,0.08,2176,31,8,96,6.9278929233551025
0.6988970588235294,0.35777493469801164,0.5285050481590147,0.2863909421448467,0.6403028085022107,2,extrapolation,drsn_gaf_margin,0.1,2720,31,8,96,6.9278929233551025
0.7755514705882353,0.34307700006593084,0.6152884090197056,0.28405835470510826,0.7104800478881315,2,extrapolation,drsn_gaf_margin,0.2,5440,31,8,96,6.9278929233551025
0.7867647058823529,0.3223601117857433,0.628857751476006,0.2646655098147138,0.7224137717711939,2,extrapolation,drsn_gaf_margin,0.3,8160,31,8,96,6.9278929233551025
0.7737132352941176,0.31976947935604266,0.6029581507193371,0.24982564261143542,0.7062457698537404,2,extrapolation,drsn_gaf_margin,0.4,10880,31,8,96,6.9278929233551025
0.7676470588235295,0.3231324640148125,0.5898351969591676,0.2534043307304785,0.7098331451544597,2,extrapolation,drsn_gaf_margin,0.5,13600,31,8,96,6.9278929233551025
0.6513970588235294,0.27280942225454136,0.4445046798528467,0.20241911565146997,0.6181313234522899,2,extrapolation,drsn_gaf_full,1.0,27200,31,8,96,6.9278929233551025
0.975,0.9857142857142858,0.8997354108424374,0.9472990777338604,0.9759552042160738,3,interpolation,drsn_gaf_margin,0.01,80,31,8,96,6.922270774841309
0.95,0.744718309859155,0.7479956102425072,0.713006993006993,0.9356748251748253,3,interpolation,drsn_gaf_margin,0.02,160,31,8,96,6.922270774841309
0.9541666666666667,0.7686116700201208,0.7642761351102413,0.7604128330266422,0.9422917166706669,3,interpolation,drsn_gaf_margin,0.03,240,31,8,96,6.922270774841309
0.955,0.7327839335180055,0.7304056391534061,0.7300819672131148,0.9428073770491803,3,interpolation,drsn_gaf_margin,0.05,400,31,8,96,6.922270774841309
0.9546875,0.6142408877131099,0.76843022595758,0.6054822530864198,0.9401900679976851,3,interpolation,drsn_gaf_margin,0.08,640,31,8,96,6.922270774841309
