Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,synthetic_rows,cascade_layers,n_estimators,train_time
0.9650735294117647,0.2,0.0,0.19644527595884004,0.9479206790293292,2,extrapolation,deepforest_kmeans_smote_margin,0.02,544,21597,3,80,7.581764221191406
0.9644607843137255,0.35714285714285715,0.34640644206948074,0.37835497835497833,0.9474227569815805,2,extrapolation,deepforest_kmeans_smote_margin,0.03,816,21597,3,80,7.581764221191406
0.9463235294117647,0.4011243386243386,0.6426848874293309,0.4215226293487163,0.9237949984394995,2,extrapolation,deepforest_kmeans_smote_margin,0.05,1360,21597,3,80,7.581764221191406
0.9453125,0.3513163349917081,0.6355911590238235,0.37307058404953897,0.9221491524798601,2,extrapolation,deepforest_kmeans_smote_margin,0.08,2176,21597,3,80,7.581764221191406
0.9415441176470588,0.3376096371510718,0.5959756949056044,0.362437551356483,0.9170332157949842,2,extrapolation,deepforest_kmeans_smote_margin,0.1,2720,21597,3,80,7.581764221191406
0.9283088235294118,0.32025354445765375,0.536238729817337,0.33663378983920916,0.899393361846128,2,extrapolation,deepforest_kmeans_smote_margin,0.2,5440,21597,3,80,7.581764221191406
0.9107843137254902,0.3221118783749676,0.5343344830432962,0.33826801912840376,0.8762094158320316,2,extrapolation,deepforest_kmeans_smote_margin,0.3,8160,21597,3,80,7.581764221191406
0.8985294117647059,0.31917647873130706,0.5225695437512463,0.3287985420307398,0.8606763293946451,2,extrapolation,deepforest_kmeans_smote_margin,0.4,10880,21597,3,80,7.581764221191406
0.8858088235294118,0.3036706832451369,0.5383272552452277,0.31992136955725375,0.8453846710539373,2,extrapolation,deepforest_kmeans_smote_margin,0.5,13600,21597,3,80,7.581764221191406
0.6886764705882353,0.2286848737887829,0.4537394258694924,0.19103214056432824,0.6162468566652063,2,extrapolation,deepforest_kmeans_smote_full,1.0,27200,21597,3,80,7.581764221191406
0.9,0.4965277777777778,0.23512486987268108,0.38933333333333336,0.8644999999999999,3,interpolation,deepforest_kmeans_smote_margin,0.01,80,21597,3,80,7.179209232330322
0.9375,0.4983108108108108,0.4230059932242002,0.39342105263157895,0.9133223684210525,3,interpolation,deepforest_kmeans_smote_margin,0.02,160,21597,3,80,7.179209232330322
0.9333333333333333,0.498868778280543,0.4024169410937275,0.3929824561403509,0.9051900584795322,3,interpolation,deepforest_kmeans_smote_margin,0.03,240,21597,3,80,7.179209232330322
0.8975,0.4152582159624413,0.30484488992837416,0.3390227576974565,0.8556634872824631,3,interpolation,deepforest_kmeans_smote_margin,0.05,400,21597,3,80,7.179209232330322
0.8765625,0.30580321477646755,0.3605551292409979,0.260187108775646,0.8262311686151506,3,interpolation,deepforest_kmeans_smote_margin,0.08,640,21597,3,80,7.179209232330322
0.89375,0.3526902802253455,0.4872712529080386,0.3696249256678878,0.8509391309933707,3,interpolation,deepforest_kmeans_smote_margin,0.1,800,21597,3,80,7.179209232330322
0.840625,0.40329708157591115,0.6105018092719589,0.4050420137796084,0.7811364007753114,3,interpolation,deepforest_kmeans_smote_margin,0.2,1600,21597,3,80,7.179209232330322
0.845,0.4000588065335023,0.6189507281166411,0.40832647558524454,0.7871217657433282,3,interpolation,deepforest_kmeans_smote_margin,0.3,2400,21597,3,80,7.179209232330322
