method,split,coverage,Accuracy_mean,Accuracy_std,Balanced Accuracy_mean,Balanced Accuracy_std,MCC_mean,MCC_std,F1_macro_mean,F1_macro_std,F1_weighted_mean,F1_weighted_std,kept_rows_mean,kept_rows_std
recurrent_transformer_full,extrapolation,1.0,0.6806951871657754,0.027969970914593308,0.28118133546976587,0.022592594819145835,0.4861042630342691,0.03150201625404754,0.23453517680539476,0.01955175511263816,0.645232333315646,0.021634974929339953,27200.0,0.0
recurrent_transformer_full,interpolation,1.0,0.65675,0.02679558032586718,0.4274050003982653,0.04525710617443793,0.4201049389537265,0.034241292789057666,0.38204856533874215,0.03010335064509325,0.6703921101609314,0.023992482555996345,8000.0,0.0
recurrent_transformer_margin,extrapolation,0.01,0.919451871657754,0.10494961080647382,0.49137547527830366,0.14422924968845002,0.3493377128132249,0.30693003168856936,0.44783008544214303,0.12113230176756504,0.903779521716175,0.10860117771662538,272.0,0.0
recurrent_transformer_margin,extrapolation,0.02,0.9015708556149733,0.10051084523292465,0.4121817288692374,0.08036463754317978,0.5710936027508114,0.1423186280726847,0.37826234895689076,0.08710317744688222,0.8799854899296048,0.11576566533388269,544.0,0.0
recurrent_transformer_margin,extrapolation,0.03,0.873663101604278,0.09160972356055104,0.38142388040412545,0.08960607300450742,0.6191041804847626,0.10172716024482262,0.32886567246461784,0.09737743782005491,0.8432748694335316,0.10844918403311479,816.0,0.0
recurrent_transformer_margin,extrapolation,0.05,0.8702540106951872,0.0813012971128785,0.3822554147580139,0.07171655606529379,0.6617394720072594,0.10422363152248804,0.33766302096544887,0.08567801575042006,0.8359476938711942,0.10035013000210787,1360.0,0.0
recurrent_transformer_margin,extrapolation,0.08,0.8776737967914439,0.06914423102444017,0.35664513240206736,0.06079780331224322,0.6895434311456633,0.08965476095187777,0.31897982165771144,0.06512289454617202,0.8416831682261474,0.08642040932342117,2176.0,0.0
recurrent_transformer_margin,extrapolation,0.1,0.8784090909090909,0.06290162714921012,0.3368263129671145,0.05814696879370942,0.6930236717444199,0.08540527612300654,0.30311424447726887,0.062499394956649135,0.8419274184899298,0.07882843744025024,2720.0,0.0
recurrent_transformer_margin,extrapolation,0.2,0.8775568181818181,0.05344205299822113,0.31168402918829385,0.03967251896359087,0.7112491438299402,0.058924871842093836,0.28174523233081145,0.03987124710777945,0.8406715730538614,0.0631532824891267,5440.0,0.0
recurrent_transformer_margin,extrapolation,0.3,0.8671568627450981,0.050120960950919516,0.3045514113895424,0.04022485130186337,0.7083473963308616,0.056683657650299014,0.2765709756726414,0.04512374389623291,0.8291484979930462,0.0562493618861117,8160.0,0.0
recurrent_transformer_margin,extrapolation,0.4,0.849390040106952,0.04222877547849359,0.302785062816816,0.03971409467310165,0.6844001310376367,0.05402363445491952,0.2737187643885492,0.041049396131339,0.8091028756739163,0.044224639615054,10880.0,0.0
recurrent_transformer_margin,extrapolation,0.5,0.8285227272727272,0.03770676065992992,0.30271654970801865,0.035453577266359455,0.6582983184088588,0.04680013219646707,0.2716958599737829,0.035338647642306584,0.7867084972301638,0.03768346139919588,13600.0,0.0
recurrent_transformer_margin,interpolation,0.01,0.9522727272727273,0.05640760748177664,0.7091966694261109,0.23839668577202103,0.6091480435548469,0.4177233225456806,0.7003515367702767,0.24262084711584506,0.935243086223328,0.08149268551006479,80.0,0.0
recurrent_transformer_margin,interpolation,0.02,0.9505681818181819,0.04016125167824872,0.6427722766867169,0.13862218647856697,0.8092155646243001,0.1597832502091835,0.637865776329927,0.13841427934955444,0.933837916720466,0.0564408293382947,160.0,0.0
recurrent_transformer_margin,interpolation,0.03,0.9469696969696969,0.03222592281083816,0.6306294508221669,0.15279000987969368,0.813078744545085,0.12111309358379733,0.6297065169405901,0.15182628813522625,0.9298502888820402,0.0441996276521022,240.0,0.0
recurrent_transformer_margin,interpolation,0.05,0.9443181818181817,0.031146647273240142,0.5732139104557787,0.07951384483855653,0.8097677631369403,0.08404557268077427,0.5846539413663302,0.09317952183095961,0.9288652835345554,0.039151744823741515,400.0,0.0
recurrent_transformer_margin,interpolation,0.08,0.9271306818181819,0.026702505362112276,0.5647428730893345,0.06446316167253249,0.7708351452309629,0.08071094803222058,0.555143704767128,0.06208506105928764,0.9109283567223937,0.029130649130558097,640.0,0.0
recurrent_transformer_margin,interpolation,0.1,0.9194318181818182,0.024719448544893472,0.5596148186577167,0.09432815811556021,0.753921565188656,0.08176901703578686,0.548894724380594,0.0899650487152727,0.9025592765140981,0.025958539893085983,800.0,0.0
recurrent_transformer_margin,interpolation,0.2,0.8899431818181818,0.028621253228390212,0.5298828186249301,0.1085860247798667,0.7208322674790429,0.04545598219918954,0.5263293260140071,0.10468961204412369,0.874917783304441,0.029509990398433474,1600.0,0.0
recurrent_transformer_margin,interpolation,0.3,0.8636742424242424,0.03132037530252327,0.526101242919805,0.09450029623968913,0.6811587022987545,0.047144612557556774,0.5189862115723215,0.0996082865713552,0.8512578619293403,0.03152236607184622,2400.0,0.0
recurrent_transformer_margin,interpolation,0.4,0.8340909090909091,0.03190086406103927,0.5232714440437005,0.09348791431448622,0.6376695329079743,0.04665793051857545,0.5080199836992457,0.09527754855380578,0.8241933848712913,0.02900032566747937,3200.0,0.0
recurrent_transformer_margin,interpolation,0.5,0.8038409090909091,0.033875742192473184,0.5062335896810787,0.06739669609926649,0.5951735129828807,0.04989358105377879,0.475296258988231,0.060611920032318516,0.7980430570381231,0.029371298917088697,4000.0,0.0
