Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,epochs,hidden,heads,knn,train_time
0.83625,0.42477676954838933,0.6355777493557127,0.40124780159878626,0.8075754913853891,1,interpolation,resgat_margin,0.5,4000,80,96,4,4,1.5064775943756104
0.634125,0.42400334057354283,0.38671305683190554,0.3313146729241583,0.6564343936640195,1,interpolation,resgat_full,1.0,8000,80,96,4,4,1.5064775943756104
0.9779411764705882,0.5,0.0,0.4944237918215613,0.9670347692980538,1,extrapolation,resgat_margin,0.01,272,80,96,4,4,1.5064775943756104
0.9834558823529411,0.2,0.16322347342467577,0.19851576994434136,0.9761575084579287,1,extrapolation,resgat_margin,0.02,544,80,96,4,4,1.5064775943756104
0.9779411764705882,0.36154355547528744,0.5537476431858596,0.36600176793881395,0.9719647275105899,1,extrapolation,resgat_margin,0.03,816,80,96,4,4,1.5064775943756104
0.8727941176470588,0.3235748624533563,0.6247158389136612,0.27846334863878724,0.8390738946853498,1,extrapolation,resgat_margin,0.05,1360,80,96,4,4,1.5064775943756104
0.8589154411764706,0.29675370501058573,0.7070216120800195,0.25590020844905165,0.8110068428440622,1,extrapolation,resgat_margin,0.08,2176,80,96,4,4,1.5064775943756104
0.8272058823529411,0.2701193873843181,0.6848696977481664,0.22853076171773623,0.7697025522543481,1,extrapolation,resgat_margin,0.1,2720,80,96,4,4,1.5064775943756104
0.7303308823529412,0.2699144473078122,0.6171151164925746,0.2205129981713908,0.6475141142817811,1,extrapolation,resgat_margin,0.2,5440,80,96,4,4,1.5064775943756104
0.7132352941176471,0.2619622245201669,0.6024673071956036,0.21332399365611684,0.6284509692083735,1,extrapolation,resgat_margin,0.3,8160,80,96,4,4,1.5064775943756104
0.6889705882352941,0.23337601756412482,0.5738703954076128,0.18251679379483854,0.6066817584629718,1,extrapolation,resgat_margin,0.4,10880,80,96,4,4,1.5064775943756104
0.6705882352941176,0.23425844637016957,0.5474720086200697,0.16692347381307093,0.5917765952579316,1,extrapolation,resgat_margin,0.5,13600,80,96,4,4,1.5064775943756104
0.5723897058823529,0.2149965325835108,0.3710428670564631,0.1309841058520008,0.5468556450124175,1,extrapolation,resgat_full,1.0,27200,80,96,4,4,1.5064775943756104
0.9875,0.5,0.0,0.4968553459119497,0.9812893081761006,2,interpolation,resgat_margin,0.01,80,80,96,4,4,1.5132522583007812
0.99375,0.5,0.0,0.49843260188087773,0.9906347962382445,2,interpolation,resgat_margin,0.02,160,80,96,4,4,1.5132522583007812
0.9958333333333333,0.5,0.0,0.4989561586638831,0.9937543493389005,2,interpolation,resgat_margin,0.03,240,80,96,4,4,1.5132522583007812
0.99,0.5,0.5874255762759294,0.39924146649810366,0.9862642225031606,2,interpolation,resgat_margin,0.05,400,80,96,4,4,1.5132522583007812
0.9828125,0.5,0.6871533697639595,0.4431089743589744,0.974541766826923,2,interpolation,resgat_margin,0.08,640,80,96,4,4,1.5132522583007812
0.9725,0.5396825396825397,0.6758779613777885,0.5409078251183514,0.9615540935672514,2,interpolation,resgat_margin,0.1,800,80,96,4,4,1.5132522583007812
0.920625,0.5590081788124222,0.6877558312855249,0.559358532057516,0.8916181795880468,2,interpolation,resgat_margin,0.2,1600,80,96,4,4,1.5132522583007812
0.9,0.49640338294442254,0.7266094904837492,0.5090576065943908,0.875616192711125,2,interpolation,resgat_margin,0.3,2400,80,96,4,4,1.5132522583007812
0.8778125,0.4873883253104777,0.705245341280301,0.5040124691459984,0.855669935806921,2,interpolation,resgat_margin,0.4,3200,80,96,4,4,1.5132522583007812
0.84675,0.4780806395304622,0.6650461502911315,0.4805654962435624,0.8277068003789296,2,interpolation,resgat_margin,0.5,4000,80,96,4,4,1.5132522583007812
0.65025,0.431478820314129,0.40118960308060253,0.3977952357726214,0.6641427094407751,2,interpolation,resgat_full,1.0,8000,80,96,4,4,1.5132522583007812
0.9926470588235294,0.6666666666666666,0.9841980185930995,0.6631944444444445,0.9890088848039217,2,extrapolation,resgat_margin,0.01,272,80,96,4,4,1.5132522583007812
0.9540441176470589,0.39547948784949044,0.9129952460988541,0.3885537357972456,0.9372061738869583,2,extrapolation,resgat_margin,0.02,544,80,96,4,4,1.5132522583007812
