method,split,coverage,Accuracy_mean,Accuracy_std,Balanced Accuracy_mean,Balanced Accuracy_std,MCC_mean,MCC_std,F1_macro_mean,F1_macro_std,F1_weighted_mean,F1_weighted_std,kept_rows_mean,kept_rows_std
att_cnn_full,extrapolation,1.0,0.6753008021390374,0.02275658566951009,0.2897051232590005,0.018448990957524357,0.4815094489505183,0.029017828930264902,0.22563103793493708,0.02063612996751648,0.6441115988659974,0.02234263989619258,27200.0,0.0
att_cnn_full,interpolation,1.0,0.6495909090909091,0.03252119937964941,0.42781700394138317,0.037457013223065654,0.4176516593372547,0.037700449468119686,0.37568381893002295,0.043344314377350465,0.6664924546385845,0.02904359372836279,8000.0,0.0
att_cnn_margin,extrapolation,0.01,0.8399064171122995,0.17786948328122623,0.49719804005518287,0.2044935291276431,0.34826333773344814,0.2147206656413875,0.4923416511005238,0.21006851894880071,0.824817274150071,0.1789807620084603,272.0,0.0
att_cnn_margin,extrapolation,0.02,0.845086898395722,0.1279366624380394,0.38219352454772326,0.10398486692904373,0.46837418447850626,0.13442672795707847,0.34549725901504674,0.1186557301881602,0.8219372943054334,0.13630830159199117,544.0,0.0
att_cnn_margin,extrapolation,0.03,0.8176247771836007,0.09953639015953966,0.34227112724073766,0.05799936615597528,0.5129935842329584,0.11302583151840719,0.29109117131678275,0.07012266460149537,0.7847889661525094,0.11398688911994453,816.0,0.0
att_cnn_margin,extrapolation,0.05,0.8370989304812834,0.07977067832135443,0.32968495168321366,0.04974744217989371,0.5762114450816707,0.10615001051715839,0.28800737285430605,0.06757235935756326,0.7999484828755553,0.09792246585059214,1360.0,0.0
att_cnn_margin,extrapolation,0.08,0.8505598262032085,0.07852993516243893,0.31732944839693905,0.0375102416411994,0.6114131594727928,0.10673906769113212,0.27808495755827045,0.05743886562717904,0.8123712300475365,0.09788010557356698,2176.0,0.0
att_cnn_margin,extrapolation,0.1,0.856885026737968,0.07594614618375027,0.30851934254993074,0.03782538844160683,0.6309204870417034,0.10780317327303285,0.26859662098664583,0.05261331947902265,0.8186356809964164,0.09531518012219123,2720.0,0.0
att_cnn_margin,extrapolation,0.2,0.8656082887700535,0.058818557610745774,0.2936377253270369,0.04040515037248255,0.6795386718838471,0.05567873377041681,0.250215007049877,0.04007630922481551,0.8263249194476178,0.07524402076573974,5440.0,0.0
att_cnn_margin,extrapolation,0.3,0.8568627450980393,0.04901835169959172,0.3042174962069599,0.04117221695373723,0.6847319877812338,0.043746802677725634,0.25591778977070784,0.04151041739679883,0.8174118116883953,0.062445788679384634,8160.0,0.0
att_cnn_margin,extrapolation,0.4,0.8406834893048128,0.04303458158371201,0.30429958166024434,0.03240443322672885,0.6677225054828431,0.036953562148770984,0.2566829211709959,0.03408124942946491,0.8010189588420197,0.0526523611138883,10880.0,0.0
att_cnn_margin,extrapolation,0.5,0.8223997326203208,0.0387142690595353,0.3123539142124056,0.03205853404731684,0.6451764549405525,0.03363729815122276,0.2629544191300418,0.033953428684666484,0.7823993562605381,0.04445172375597793,13600.0,0.0
att_cnn_margin,interpolation,0.01,0.9647727272727273,0.03392002626499842,0.5918732782369146,0.17326110055546212,0.5053362187796502,0.41520455033131554,0.5951270253443555,0.17335661027901766,0.9508775947874084,0.04933004529640778,80.0,0.0
att_cnn_margin,interpolation,0.02,0.9545454545454546,0.03634587634481696,0.5551132343592237,0.17485196529440744,0.6074209596068024,0.2749794885774485,0.5499974036595222,0.1994284255369212,0.9403521140525065,0.05089234142951916,160.0,0.0
att_cnn_margin,interpolation,0.03,0.946590909090909,0.0375840808230444,0.5455202442360847,0.18909615903707697,0.5959987814552042,0.2406693332108385,0.5249251239070075,0.19695519032880143,0.934529695655828,0.05148685326591869,240.0,0.0
att_cnn_margin,interpolation,0.05,0.9434090909090909,0.03384288564958535,0.560898420791628,0.15611265802699975,0.6986175222237433,0.16166299902999237,0.544804540963879,0.13290771332790843,0.9337322237790686,0.04033659139895208,400.0,0.0
att_cnn_margin,interpolation,0.08,0.9346590909090909,0.03330594874179248,0.5408645961114437,0.13286141901510876,0.7232944524969889,0.10894221321555633,0.519961594139366,0.11138020790539586,0.9253247618579156,0.035366960275730254,640.0,0.0
att_cnn_margin,interpolation,0.1,0.9288636363636363,0.037204899481849726,0.5312126153795649,0.1272897934646091,0.7348794521518457,0.09681257755405935,0.520400517638636,0.12004762868274867,0.9190590773495187,0.03779359946186038,800.0,0.0
att_cnn_margin,interpolation,0.2,0.894715909090909,0.043703871786043284,0.5071571605893298,0.10990815808197699,0.7087784613521984,0.08747218464059849,0.501105437729883,0.1155563023350087,0.8844488517711059,0.03609239205848823,1600.0,0.0
att_cnn_margin,interpolation,0.3,0.8732954545454544,0.04614080749360175,0.5090883404345478,0.10072216934378737,0.6899784874027624,0.08546292290092351,0.5092820275045531,0.1062039412679712,0.8631202170702036,0.0386806297656497,2400.0,0.0
att_cnn_margin,interpolation,0.4,0.8419602272727272,0.05100782930657003,0.5182409786693042,0.09451172621591172,0.6476597809698774,0.09467639389283727,0.5075668356100649,0.10031628645410026,0.8346209968567572,0.043963075069523155,3200.0,0.0
att_cnn_margin,interpolation,0.5,0.8077272727272727,0.04862515482564742,0.5013247638480407,0.08254641317665357,0.6028679208871893,0.07782064367876956,0.47563038055261975,0.08020296904938008,0.8048737042922696,0.041221457094074106,4000.0,0.0
