Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows
0.9829963235294118,0.2805647868472715,0.7633951849425056,0.2795121279286724,0.97593247907657,1,extrapolation,Random forest,0.08,2176
0.9794117647058824,0.3086160043339974,0.7233517592635371,0.2931648898365316,0.9702509155901168,1,extrapolation,Random forest,0.1,2720
0.9700367647058824,0.3314111682512114,0.7016674079546216,0.3229994688578772,0.9565688740649276,1,extrapolation,Random forest,0.2,5440
0.949877450980392,0.3365565560552868,0.6781280159654095,0.3227698079161025,0.9289981952519224,1,extrapolation,Random forest,0.3,8160
0.921783088235294,0.2372430503507404,0.6563403242998302,0.2235803478518391,0.8918237633220769,1,extrapolation,Random forest,0.4,10880
0.8880882352941176,0.2291889227779341,0.6355036127507581,0.2083826298673138,0.8486277020429249,1,extrapolation,Random forest,0.5,13600
0.9705882352941176,0.6666666666666666,0.3328088059249988,0.66167290886392,0.9561026657854153,2,extrapolation,Random forest,0.01,272
0.9650735294117648,0.5,0.5832690107343887,0.4954718779790276,0.947926596758818,2,extrapolation,Random forest,0.02,544
0.9644607843137256,0.6,0.6679750359350316,0.5962700964630225,0.9470225710863124,2,extrapolation,Random forest,0.03,816
0.9727941176470588,0.6481481481481481,0.7160593158549039,0.6544936837585591,0.9597305544441004,2,extrapolation,Random forest,0.05,1360
0.9701286764705882,0.5463041502114476,0.7103465151549182,0.5444836585865322,0.957194893217502,2,extrapolation,Random forest,0.08,2176
0.9680147058823528,0.3836745812533259,0.7026843942877756,0.3765781309294995,0.9541404705680088,2,extrapolation,Random forest,0.1,2720
0.9582720588235294,0.3420529551029148,0.7149704986552966,0.3384212888259217,0.9408169316798032,2,extrapolation,Random forest,0.2,5440
0.9319852941176472,0.3130877868264691,0.6717749035226985,0.3049939600145203,0.9052724243416348,2,extrapolation,Random forest,0.3,8160
0.9114889705882352,0.3160106917046617,0.6720598664825267,0.2966195177392186,0.8780610294830714,2,extrapolation,Random forest,0.4,10880
0.8915441176470589,0.2994912996607912,0.6702182115846218,0.2734990163829123,0.8525583742793466,2,extrapolation,Random forest,0.5,13600
1.0,1.0,1.0,1.0,1.0,3,extrapolation,Random forest,0.01,272
0.9779411764705882,0.75,0.6302972428402492,0.7471698113207548,0.9670366259711431,3,extrapolation,Random forest,0.02,544
0.9754901960784312,0.7272727272727273,0.6634773703725599,0.7349306811332128,0.96397398621896,3,extrapolation,Random forest,0.03,816
0.9713235294117648,0.4760869565217391,0.661047878567127,0.4850425031651293,0.9579065816958,3,extrapolation,Random forest,0.05,1360
0.9705882352941176,0.5384964796729503,0.6608575303403851,0.5418294461126013,0.957191392902229,3,extrapolation,Random forest,0.08,2176
0.9698529411764706,0.5040757115225201,0.6598908795628603,0.5148067654566136,0.9564617488922404,3,extrapolation,Random forest,0.1,2720
0.9505514705882352,0.4388569063989232,0.6174828675378338,0.4438111319327481,0.9289458974341008,3,extrapolation,Random forest,0.2,5440
