Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,n_features,train_time
0.9491666666666668,0.4602272727272727,0.7722627124537493,0.4859461568598675,0.9258707003335483,2,interpolation,integrated_logging_features_margin,0.3,2400,75,4.499236345291138
0.93625,0.4650452617352673,0.7639064771166606,0.4744317342625371,0.9087386108484706,2,interpolation,integrated_logging_features_margin,0.4,3200,75,4.499236345291138
0.91075,0.4835370198812857,0.7256495843548052,0.5042688105501023,0.8786144997192542,2,interpolation,integrated_logging_features_margin,0.5,4000,75,4.499236345291138
0.733125,0.3974164542021101,0.4811576857602176,0.4202070670386468,0.7167645203925312,2,interpolation,integrated_logging_features_full,1.0,8000,75,4.499236345291138
0.9742647058823528,0.8,0.8012976673451424,0.7972602739726027,0.9615733279613214,2,extrapolation,integrated_logging_features_margin,0.01,272,75,4.499236345291138
0.9779411764705882,0.8,0.8635797434464261,0.7976047904191617,0.9670438534695316,2,extrapolation,integrated_logging_features_margin,0.02,544,75,4.499236345291138
0.9816176470588236,0.788888888888889,0.8613721301771696,0.7923210777434746,0.9731119952892748,2,extrapolation,integrated_logging_features_margin,0.03,816,75,4.499236345291138
0.9838235294117648,0.6513827713192288,0.879478318286696,0.6558105253580054,0.976870211881066,2,extrapolation,integrated_logging_features_margin,0.05,1360,75,4.499236345291138
0.9820772058823528,0.5509478918470941,0.894298008818722,0.5479956851984897,0.974516253551637,2,extrapolation,integrated_logging_features_margin,0.08,2176,75,4.499236345291138
0.9768382352941176,0.5518888733470341,0.8831923573864968,0.5483780371464715,0.9666474287944647,2,extrapolation,integrated_logging_features_margin,0.1,2720,75,4.499236345291138
0.9523897058823528,0.3896976250213468,0.8411089121159487,0.3669820342002812,0.9316111784746316,2,extrapolation,integrated_logging_features_margin,0.2,5440,75,4.499236345291138
0.9314950980392156,0.3483998338725654,0.8024036265694487,0.3212980584377058,0.9032448624988196,2,extrapolation,integrated_logging_features_margin,0.3,8160,75,4.499236345291138
0.9071691176470588,0.323776565597658,0.7575105666215504,0.2955507273120626,0.8741020129410871,2,extrapolation,integrated_logging_features_margin,0.4,10880,75,4.499236345291138
0.8807352941176471,0.3011856670698469,0.7134768913656884,0.2807505205450134,0.8416242597755279,2,extrapolation,integrated_logging_features_margin,0.5,13600,75,4.499236345291138
0.7023161764705882,0.2525200293041458,0.4978117588464298,0.2302272131351929,0.6575269045779768,2,extrapolation,integrated_logging_features_full,1.0,27200,75,4.499236345291138
1.0,1.0,1.0,1.0,1.0,3,interpolation,integrated_logging_features_margin,0.01,80,75,4.521958112716675
0.99375,0.6666666666666666,0.814772649591356,0.6656084656084656,0.9906349206349206,3,interpolation,integrated_logging_features_margin,0.02,160,75,4.521958112716675
0.9958333333333332,0.75,0.864962010093129,0.7494714587737843,0.9937544045102183,3,interpolation,integrated_logging_features_margin,0.03,240,75,4.521958112716675
0.9825,0.7833333333333333,0.8614074707772481,0.7894401667342095,0.9750272100966828,3,interpolation,integrated_logging_features_margin,0.05,400,75,4.521958112716675
0.9625,0.6578947368421052,0.8133376660439169,0.6587019545497054,0.9448994084915364,3,interpolation,integrated_logging_features_margin,0.08,640,75,4.521958112716675
0.96,0.653273699057234,0.7957104771262496,0.6390540762471799,0.9423032296762428,3,interpolation,integrated_logging_features_margin,0.1,800,75,4.521958112716675
0.9525,0.4958218244377507,0.81802026322943,0.5111133654173889,0.9324596714292166,3,interpolation,integrated_logging_features_margin,0.2,1600,75,4.521958112716675
0.9379166666666666,0.419626967541815,0.8040603676874579,0.432020982597394,0.9127102087624556,3,interpolation,integrated_logging_features_margin,0.3,2400,75,4.521958112716675
0.9284375,0.4126375690486114,0.8014103023631886,0.4183519831780596,0.8999280920156041,3,interpolation,integrated_logging_features_margin,0.4,3200,75,4.521958112716675
0.9025,0.3874230742278502,0.7592433523595404,0.4015328245815951,0.86779782438407,3,interpolation,integrated_logging_features_margin,0.5,4000,75,4.521958112716675
0.709,0.3619955351820334,0.4613381225335341,0.3788902399776428,0.6914144397764677,3,interpolation,integrated_logging_features_full,1.0,8000,75,4.521958112716675
0.9926470588235294,0.8,0.9287104284884944,0.7992248062015503,0.988984838121295,3,extrapolation,integrated_logging_features_margin,0.01,272,75,4.521958112716675
0.9926470588235294,0.7666666666666667,0.9207626213436244,0.7747879768223813,0.989843775602018,3,extrapolation,integrated_logging_features_margin,0.02,544,75,4.521958112716675
0.991421568627451,0.625,0.90078181717163,0.6148100695185897,0.9882937380233608,3,extrapolation,integrated_logging_features_margin,0.03,816,75,4.521958112716675
0.9816176470588236,0.5408163265306122,0.8309397188409607,0.5339458919272584,0.9735236962703396,3,extrapolation,integrated_logging_features_margin,0.05,1360,75,4.521958112716675
0.9756433823529412,0.4798387096774194,0.8061035510654893,0.464521470171133,0.9648488696836428,3,extrapolation,integrated_logging_features_margin,0.08,2176,75,4.521958112716675
0.9680147058823528,0.4767591504542292,0.7768080803049207,0.4536494671305713,0.9544237488569888,3,extrapolation,integrated_logging_features_margin,0.1,2720,75,4.521958112716675
