method,split,coverage,Accuracy_mean,Accuracy_std,Balanced Accuracy_mean,Balanced Accuracy_std,MCC_mean,MCC_std,F1_macro_mean,F1_macro_std,F1_weighted_mean,F1_weighted_std,kept_rows_mean,kept_rows_std
lmafnet_full,extrapolation,1.0,0.6465574866310161,0.03608143480351548,0.26743077229190143,0.0282148740662356,0.4629126852167765,0.03605879525992972,0.2146039624173069,0.02473168025828586,0.6204294968757307,0.02898783138742491,27200.0,0.0
lmafnet_full,interpolation,1.0,0.6462272727272728,0.02801137147335315,0.43114619126414416,0.045670989403746864,0.42397206214557637,0.033155682171166136,0.3864680989632086,0.037004013374692134,0.6654090067478147,0.024740027524902865,8000.0,0.0
lmafnet_margin,extrapolation,0.01,0.7389705882352942,0.2494533383081485,0.4491514610072462,0.13447142723140157,0.44935641137776083,0.26715357456678607,0.41641485021472097,0.1569261000593482,0.7005099705720167,0.28008485185422455,272.0,0.0
lmafnet_margin,extrapolation,0.02,0.797292780748663,0.17370125407851608,0.3804954283101537,0.08596575982880694,0.5368587518803968,0.26141294217616,0.33286656623534006,0.1022108145386244,0.7561168389904869,0.20903470228189686,544.0,0.0
lmafnet_margin,extrapolation,0.03,0.8180704099821746,0.13723013129547937,0.3467381562453182,0.1190823381016332,0.5433005209741342,0.2531180989433912,0.29818073796586675,0.10397857111202928,0.7776239303341005,0.16985399396871062,816.0,0.0
lmafnet_margin,extrapolation,0.05,0.8328877005347594,0.09346689717861369,0.3586471233710996,0.07966222236868276,0.5932187654998162,0.16321426773794961,0.3053368065442701,0.07002543297474101,0.7922189542039032,0.12315961978123029,1360.0,0.0
lmafnet_margin,extrapolation,0.08,0.8476353609625669,0.07099503038118303,0.34496406790768286,0.06239540012228449,0.6470616273836938,0.12154897730311288,0.3004670038682904,0.07061875808999836,0.8092288589605946,0.09629434791813385,2176.0,0.0
lmafnet_margin,extrapolation,0.1,0.850701871657754,0.06603670996313779,0.3395399176156619,0.07321283962181688,0.6677778814280935,0.10880580048440487,0.30046282014108383,0.08333292085533521,0.8135746724495877,0.08854386000919039,2720.0,0.0
lmafnet_margin,extrapolation,0.2,0.8495153743315508,0.050739841063783826,0.31849322296430943,0.044110888700108423,0.6992256827013075,0.07234618656148735,0.27840291827853975,0.05504445730004726,0.8115532782172913,0.0646635658542233,5440.0,0.0
lmafnet_margin,extrapolation,0.3,0.8367535650623886,0.05454927792448236,0.306381313547984,0.04251563249360367,0.702636501815851,0.05078573131736835,0.2729628029614002,0.04990831028804334,0.7981441817491665,0.06580760886625703,8160.0,0.0
lmafnet_margin,extrapolation,0.4,0.8191844919786097,0.05650095240594083,0.3022808564041655,0.03224312153111793,0.6827243920759685,0.05187690967421185,0.26697701855729455,0.03869198599470861,0.7815357990598386,0.06381342889781677,10880.0,0.0
lmafnet_margin,extrapolation,0.5,0.7951136363636363,0.05249162031118864,0.29865334695134077,0.034293957604545,0.6496517540264426,0.04570671962643405,0.26089194504890006,0.03451220781002668,0.7575046914883367,0.055566397055184825,13600.0,0.0
lmafnet_margin,interpolation,0.01,0.953409090909091,0.04297197818452053,0.691366690779544,0.21342355118073375,0.7843296876649242,0.2189758129598946,0.6725152603419784,0.24057230718288053,0.9397326185691532,0.05304871185794568,80.0,0.0
lmafnet_margin,interpolation,0.02,0.952840909090909,0.026716631694338012,0.6319356031976499,0.13156045560764754,0.7988630430723865,0.16496588448193056,0.6213562031390711,0.14206708656671124,0.9405679713900043,0.03756394049753896,160.0,0.0
lmafnet_margin,interpolation,0.03,0.9484848484848485,0.030972250532215164,0.5638576124396453,0.09486935572194127,0.7936826115722766,0.1578900396686326,0.5410697437265732,0.11015312196990687,0.9353766095732904,0.04354169662840261,240.0,0.0
lmafnet_margin,interpolation,0.05,0.9486363636363637,0.03354779494176247,0.5212709109649507,0.1084636347336783,0.8200966298443736,0.11660408525451271,0.5092214232057595,0.11711182195559754,0.9349256256813109,0.04584904734803923,400.0,0.0
lmafnet_margin,interpolation,0.08,0.9474431818181818,0.02496357431566314,0.5329747054887765,0.11634581379046734,0.8266257766073314,0.09187628455962253,0.524127049498859,0.10794171681033626,0.934605373964095,0.03389104969860165,640.0,0.0
lmafnet_margin,interpolation,0.1,0.9423863636363637,0.02259324114540774,0.544455331061772,0.11156443106986237,0.8195535968906813,0.0835244997894294,0.5337298362146675,0.09895737902107615,0.9290556239995752,0.03147362984098884,800.0,0.0
lmafnet_margin,interpolation,0.2,0.907784090909091,0.02205880570409263,0.5365718273920768,0.10671487065715862,0.7717929766115464,0.061271590022047316,0.5202704340957353,0.09943328748968237,0.8911121309643328,0.02787138544499133,1600.0,0.0
lmafnet_margin,interpolation,0.3,0.8729166666666667,0.029560437149075504,0.5138514178790762,0.06700781987281584,0.7130054527728757,0.06366079403820686,0.49400257310247936,0.06354119247933292,0.861603857289096,0.03123102785649785,2400.0,0.0
lmafnet_margin,interpolation,0.4,0.8360511363636364,0.03541612911802396,0.5079604430166853,0.07056621503566828,0.6576955394863074,0.05681004100486896,0.4890722637615823,0.06516612823281787,0.8320534385941832,0.03316673437612111,3200.0,0.0
lmafnet_margin,interpolation,0.5,0.7959545454545455,0.037318865567869654,0.48618561568820984,0.0669130268032964,0.598599879247361,0.04514176202107536,0.4601266239968265,0.056149401330280735,0.7990043685343331,0.03398314147494377,4000.0,0.0
