Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,window,epochs,hidden,train_time
0.6375,0.6333333333333333,0.26077565271850406,0.43907563025210083,0.5476890756302522,0,interpolation,reformer_margin,0.01,80,31,8,96,100.04919457435608
0.71875,0.7842105263157895,0.2852836974030501,0.6447058823529411,0.6380147058823529,0,interpolation,reformer_margin,0.02,160,31,8,96,100.04919457435608
0.7541666666666667,0.7777777777777778,0.25274925988898705,0.6346427113107391,0.7099271811623793,0,interpolation,reformer_margin,0.03,240,31,8,96,100.04919457435608
0.795,0.6284509202453988,0.3451225043769874,0.5172212660164468,0.7624143717728055,0,interpolation,reformer_margin,0.05,400,31,8,96,100.04919457435608
0.821875,0.46336047860004215,0.43366645127665104,0.3849006423123244,0.7990037259132878,0,interpolation,reformer_margin,0.08,640,31,8,96,100.04919457435608
0.83875,0.45302911860122164,0.4562396422999861,0.380149093178327,0.8188992491883117,0,interpolation,reformer_margin,0.1,800,31,8,96,100.04919457435608
0.85375,0.5292381174170538,0.5394119708266962,0.49106770742951245,0.8463526198006703,0,interpolation,reformer_margin,0.2,1600,31,8,96,100.04919457435608
0.8445833333333334,0.5654348681534058,0.5706798007361125,0.5264820391554531,0.8437634080686801,0,interpolation,reformer_margin,0.3,2400,31,8,96,100.04919457435608
0.8209375,0.5861955180329993,0.5768121220182345,0.5211183061649738,0.8255611394068137,0,interpolation,reformer_margin,0.4,3200,31,8,96,100.04919457435608
0.78925,0.5586652498923246,0.5680857456533218,0.5103062051076206,0.7998503837921196,0,interpolation,reformer_margin,0.5,4000,31,8,96,100.04919457435608
0.663125,0.5010033069926001,0.45866214854677795,0.4462067736337868,0.68007276448718,0,interpolation,reformer_full,1.0,8000,31,8,96,100.04919457435608
0.5698529411764706,0.375,0.48137441883748266,0.2635206228956229,0.5350812041988512,0,extrapolation,reformer_margin,0.01,272,31,8,96,100.04919457435608
0.6746323529411765,0.3333333333333333,0.5146126107481799,0.25821707357581797,0.603499447705091,0,extrapolation,reformer_margin,0.02,544,31,8,96,100.04919457435608
0.7009803921568627,0.3,0.5456645059154992,0.24760569105691058,0.6065617029332058,0,extrapolation,reformer_margin,0.03,816,31,8,96,100.04919457435608
0.7161764705882353,0.331867110060646,0.5413587998243088,0.3006986290556009,0.6193929929680475,0,extrapolation,reformer_margin,0.05,1360,31,8,96,100.04919457435608
0.7449448529411765,0.32590280689636353,0.5599719966709737,0.291664482950771,0.657378275821334,0,extrapolation,reformer_margin,0.08,2176,31,8,96,100.04919457435608
0.7617647058823529,0.289494671994672,0.5783053664851464,0.2605342018098104,0.6766018978604349,0,extrapolation,reformer_margin,0.1,2720,31,8,96,100.04919457435608
0.8183823529411764,0.27984641865707666,0.6371545330500277,0.2539364544277078,0.7527383114139797,0,extrapolation,reformer_margin,0.2,5440,31,8,96,100.04919457435608
0.832843137254902,0.2852504173047395,0.6456077830836955,0.2554584974572949,0.7771845859298304,0,extrapolation,reformer_margin,0.3,8160,31,8,96,100.04919457435608
0.8286764705882353,0.2867956406424775,0.6377484623407759,0.26024918685821735,0.7780738924035269,0,extrapolation,reformer_margin,0.4,10880,31,8,96,100.04919457435608
0.8181617647058823,0.298769830811913,0.630016133241421,0.26888741887338613,0.7693168754228279,0,extrapolation,reformer_margin,0.5,13600,31,8,96,100.04919457435608
0.6759558823529411,0.27633383454517413,0.47514789871534374,0.2375373434458665,0.6389571411023508,0,extrapolation,reformer_full,1.0,27200,31,8,96,100.04919457435608
0.8875,0.9423076923076923,0.4222255656333807,0.6462585034013606,0.9403061224489797,1,interpolation,reformer_margin,0.01,80,31,8,96,101.00734162330627
0.86875,0.4402265100671141,0.4480369791677315,0.46654888103651354,0.915394581861013,1,interpolation,reformer_margin,0.02,160,31,8,96,101.00734162330627
0.8791666666666667,0.44926560587515296,0.5551982164469272,0.4709779391982782,0.916374652497534,1,interpolation,reformer_margin,0.03,240,31,8,96,101.00734162330627
0.865,0.3477789013503299,0.6192412850927071,0.3218170128203714,0.8920593123710886,1,interpolation,reformer_margin,0.05,400,31,8,96,101.00734162330627
0.878125,0.4777497583322826,0.6882786778899399,0.47397933519484253,0.9055488174583214,1,interpolation,reformer_margin,0.08,640,31,8,96,101.00734162330627
0.8725,0.43086924548361977,0.7014110942548129,0.44338552007724935,0.898884434279171,1,interpolation,reformer_margin,0.1,800,31,8,96,101.00734162330627
0.85625,0.4056634680569646,0.6959690636844728,0.36509318298849325,0.8717874812830059,1,interpolation,reformer_margin,0.2,1600,31,8,96,101.00734162330627
0.8416666666666667,0.44130184030326897,0.6700499729768308,0.40971528347222413,0.8550434846969565,1,interpolation,reformer_margin,0.3,2400,31,8,96,101.00734162330627
0.826875,0.46209382514330943,0.6454328604923031,0.43419123137272975,0.8407758811378973,1,interpolation,reformer_margin,0.4,3200,31,8,96,101.00734162330627
0.808,0.45126680188319074,0.6165150563151661,0.419328560774086,0.8199100218322803,1,interpolation,reformer_margin,0.5,4000,31,8,96,101.00734162330627
